code,code_system,paraphrased_desc,short_desc,category,license_status,version_year
71046,CPT,"Chest X-ray, 2 views",,Radiology,free,2025
71047,CPT,"Chest X-ray, 3 views",,Radiology,free,2025
71048,CPT,"Chest X-ray, 4 or more views",,Radiology,free,2025
72020,CPT,"Spine X-ray, single view",,Radiology,free,2025
72040,CPT,"Cervical spine X-ray, 2-3 views",,Radiology,free,2025
72050,CPT,"Cervical spine X-ray, complete 4-5 views",,Radiology,free,2025
72070,CPT,"Thoracic spine X-ray, 2 views",,Radiology,free,2025
72072,CPT,"Thoracic spine X-ray, 3 views",,Radiology,free,2025
72100,CPT,"Lumbar spine X-ray, 2-3 views",,Radiology,free,2025
72110,CPT,"Lumbar spine X-ray, complete 4-5 views",,Radiology,free,2025
73000,CPT,Clavicle X-ray,,Radiology,free,2025
73010,CPT,Scapula X-ray,,Radiology,free,2025
73020,CPT,"Shoulder X-ray, single view",,Radiology,free,2025
73030,CPT,"Shoulder X-ray, complete",,Radiology,free,2025
73060,CPT,Humerus X-ray,,Radiology,free,2025
73070,CPT,"Elbow X-ray, 2 views",,Radiology,free,2025
73080,CPT,"Elbow X-ray, complete",,Radiology,free,2025
73090,CPT,"Forearm X-ray, 2 views",,Radiology,free,2025
73100,CPT,"Wrist X-ray, 2 views",,Radiology,free,2025
73110,CPT,"Wrist X-ray, complete",,Radiology,free,2025
73120,CPT,"Hand X-ray, 2 views",,Radiology,free,2025
73130,CPT,"Hand X-ray, complete 3 views",,Radiology,free,2025
73140,CPT,Finger X-ray,,Radiology,free,2025
73500,CPT,"Hip X-ray, single view",,Radiology,free,2025
73510,CPT,"Hip X-ray, complete",,Radiology,free,2025
73520,CPT,"Hips bilateral X-ray, 2-3 views",,Radiology,free,2025
73550,CPT,Femur X-ray,,Radiology,free,2025
73560,CPT,"Knee X-ray, 1-2 views",,Radiology,free,2025
73562,CPT,"Knee X-ray, 3 views",,Radiology,free,2025
73564,CPT,"Knee X-ray, complete 4 or more views",,Radiology,free,2025
73590,CPT,"Tibia and fibula X-ray, 2 views",,Radiology,free,2025
73600,CPT,"Ankle X-ray, 2 views",,Radiology,free,2025
73610,CPT,"Ankle X-ray, complete 3 views",,Radiology,free,2025
73620,CPT,"Foot X-ray, 2 views",,Radiology,free,2025
73630,CPT,"Foot X-ray, complete 3 views",,Radiology,free,2025
73650,CPT,Heel (calcaneus) X-ray,,Radiology,free,2025
73660,CPT,Toe X-ray,,Radiology,free,2025
70450,CPT,CT scan of head or brain without contrast,,Radiology,free,2025
70460,CPT,CT scan of head or brain with contrast,,Radiology,free,2025
70470,CPT,"CT scan of head or brain without contrast, followed by with contrast",,Radiology,free,2025
71250,CPT,CT scan of chest without contrast,,Radiology,free,2025
71260,CPT,CT scan of chest with contrast,,Radiology,free,2025
71270,CPT,"CT scan of chest without contrast, followed by with contrast",,Radiology,free,2025
74150,CPT,CT scan of abdomen without contrast,,Radiology,free,2025
74160,CPT,CT scan of abdomen with contrast,,Radiology,free,2025
74170,CPT,"CT scan of abdomen without contrast, followed by with contrast",,Radiology,free,2025
72192,CPT,CT scan of pelvis without contrast,,Radiology,free,2025
72193,CPT,CT scan of pelvis with contrast,,Radiology,free,2025
72194,CPT,"CT scan of pelvis without contrast, followed by with contrast",,Radiology,free,2025
74176,CPT,CT scan of abdomen and pelvis without contrast,,Radiology,free,2025
74177,CPT,CT scan of abdomen and pelvis with contrast,,Radiology,free,2025
74178,CPT,"CT scan of abdomen and pelvis without contrast, followed by with contrast",,Radiology,free,2025
70551,CPT,MRI of brain without contrast,,Radiology,free,2025
70552,CPT,MRI of brain with contrast,,Radiology,free,2025
70553,CPT,"MRI of brain without contrast, followed by with contrast",,Radiology,free,2025
72141,CPT,MRI of cervical spine without contrast,,Radiology,free,2025
72142,CPT,MRI of cervical spine with contrast,,Radiology,free,2025
72146,CPT,MRI of thoracic spine without contrast,,Radiology,free,2025
72148,CPT,MRI of lumbar spine without contrast,,Radiology,free,2025
72149,CPT,MRI of lumbar spine with contrast,,Radiology,free,2025
73221,CPT,MRI of any joint of upper extremity without contrast,,Radiology,free,2025
73721,CPT,MRI of any joint of lower extremity without contrast,,Radiology,free,2025
76700,CPT,"Ultrasound of abdomen, complete",,Radiology,free,2025
76705,CPT,"Ultrasound of abdomen, limited",,Radiology,free,2025
76856,CPT,"Ultrasound of pelvis (non-obstetric), complete",,Radiology,free,2025
76857,CPT,"Ultrasound of pelvis (non-obstetric), limited",,Radiology,free,2025
76801,CPT,"Ultrasound, pregnant uterus, first trimester, single fetus",,Radiology,free,2025
76805,CPT,"Ultrasound, pregnant uterus, after first trimester, single fetus",,Radiology,free,2025
76811,CPT,"Ultrasound, pregnant uterus, detailed fetal anatomic exam, single fetus",,Radiology,free,2025
76815,CPT,"Ultrasound, pregnant uterus, limited exam",,Radiology,free,2025
76817,CPT,"Ultrasound, pregnant uterus, transvaginal",,Radiology,free,2025
93880,CPT,Ultrasound study of arteries in head and neck,,Radiology,free,2025
93970,CPT,Ultrasound study of veins in extremities,,Radiology,free,2025
93971,CPT,"Ultrasound study of veins in extremities, unilateral or limited",,Radiology,free,2025
77065,CPT,"Screening mammography, bilateral, 2D digital",,Radiology,free,2025
77066,CPT,"Diagnostic mammography, unilateral",,Radiology,free,2025
77067,CPT,"Diagnostic mammography, bilateral",,Radiology,free,2025
77080,CPT,Bone density study (DEXA scan) for osteoporosis screening,,Radiology,free,2025
78306,CPT,"Bone scan, whole body",,Radiology,free,2025
78452,CPT,"Heart muscle imaging (myocardial perfusion), multiple studies",,Radiology,free,2025
78465,CPT,Heart muscle blood flow imaging at rest and stress,,Radiology,free,2025
70030,CPT,X-ray of eye for foreign body,,Radiology,free,2025
70100,CPT,"X-ray of jaw, mandible",,Radiology,free,2025
70110,CPT,"X-ray of jaw, mandible, complete",,Radiology,free,2025
70120,CPT,X-ray of mastoids,,Radiology,free,2025
70130,CPT,"X-ray of mastoids, complete series",,Radiology,free,2025
70140,CPT,"X-ray of facial bones, less than 3 views",,Radiology,free,2025
70150,CPT,"X-ray of facial bones, complete",,Radiology,free,2025
70160,CPT,X-ray of nasal bones,,Radiology,free,2025
70170,CPT,X-ray of tear duct (dacryocystography),,Radiology,free,2025
70190,CPT,X-ray of eye sockets (orbits),,Radiology,free,2025
70200,CPT,"X-ray of eye sockets (orbits), complete",,Radiology,free,2025
70210,CPT,"X-ray of sinuses, less than 3 views",,Radiology,free,2025
70220,CPT,"X-ray of sinuses, complete",,Radiology,free,2025
70250,CPT,"X-ray of skull, less than 4 views",,Radiology,free,2025
70260,CPT,"X-ray of skull, complete",,Radiology,free,2025
70360,CPT,"X-ray of neck, soft tissue",,Radiology,free,2025
70380,CPT,X-ray of salivary gland for stones,,Radiology,free,2025
72170,CPT,"X-ray of pelvis, 1-2 views",,Radiology,free,2025
72190,CPT,"X-ray of pelvis, complete",,Radiology,free,2025
72200,CPT,"X-ray of sacroiliac joints, less than 3 views",,Radiology,free,2025
72202,CPT,"X-ray of sacroiliac joints, 3 or more views",,Radiology,free,2025
72220,CPT,"X-ray of sacrum and coccyx, 2 views",,Radiology,free,2025
73090,CPT,"X-ray of forearm, 2 views",,Radiology,free,2025
73200,CPT,CT scan of upper extremity without contrast,,Radiology,free,2025
73201,CPT,CT scan of upper extremity with contrast,,Radiology,free,2025
73202,CPT,CT scan of upper extremity without and with contrast,,Radiology,free,2025
73700,CPT,CT scan of lower extremity without contrast,,Radiology,free,2025
73701,CPT,CT scan of lower extremity with contrast,,Radiology,free,2025
73702,CPT,CT scan of lower extremity without and with contrast,,Radiology,free,2025
72125,CPT,CT scan of cervical spine without contrast,,Radiology,free,2025
72126,CPT,CT scan of cervical spine with contrast,,Radiology,free,2025
72127,CPT,CT scan of cervical spine without and with contrast,,Radiology,free,2025
72128,CPT,CT scan of thoracic spine without contrast,,Radiology,free,2025
72129,CPT,CT scan of thoracic spine with contrast,,Radiology,free,2025
72130,CPT,CT scan of thoracic spine without and with contrast,,Radiology,free,2025
72131,CPT,CT scan of lumbar spine without contrast,,Radiology,free,2025
72132,CPT,CT scan of lumbar spine with contrast,,Radiology,free,2025
72133,CPT,CT scan of lumbar spine without and with contrast,,Radiology,free,2025
70480,CPT,"CT scan of orbits, ear or fossa without contrast",,Radiology,free,2025
70481,CPT,"CT scan of orbits, ear or fossa with contrast",,Radiology,free,2025
70482,CPT,"CT scan of orbits, ear or fossa without and with contrast",,Radiology,free,2025
70486,CPT,CT scan of maxillofacial area without contrast,,Radiology,free,2025
70487,CPT,CT scan of maxillofacial area with contrast,,Radiology,free,2025
70488,CPT,CT scan of maxillofacial area without and with contrast,,Radiology,free,2025
70490,CPT,CT scan of soft tissue of neck without contrast,,Radiology,free,2025
70491,CPT,CT scan of soft tissue of neck with contrast,,Radiology,free,2025
70492,CPT,CT scan of soft tissue of neck without and with contrast,,Radiology,free,2025
70540,CPT,"MRI of orbit, face, or neck without contrast",,Radiology,free,2025
70542,CPT,"MRI of orbit, face, or neck with contrast",,Radiology,free,2025
70543,CPT,"MRI of orbit, face, or neck without and with contrast",,Radiology,free,2025
70544,CPT,MRA (angiography) of head without contrast,,Radiology,free,2025
70545,CPT,MRA (angiography) of head with contrast,,Radiology,free,2025
70546,CPT,MRA (angiography) of head without and with contrast,,Radiology,free,2025
70547,CPT,MRA (angiography) of neck without contrast,,Radiology,free,2025
70548,CPT,MRA (angiography) of neck with contrast,,Radiology,free,2025
70549,CPT,MRA (angiography) of neck without and with contrast,,Radiology,free,2025
71550,CPT,MRI of chest without contrast,,Radiology,free,2025
71551,CPT,MRI of chest with contrast,,Radiology,free,2025
71552,CPT,MRI of chest without and with contrast,,Radiology,free,2025
71555,CPT,MRA (angiography) of chest without contrast,,Radiology,free,2025
72195,CPT,MRI of pelvis without contrast,,Radiology,free,2025
72196,CPT,MRI of pelvis with contrast,,Radiology,free,2025
72197,CPT,MRI of pelvis without and with contrast,,Radiology,free,2025
72198,CPT,"MRI of pelvis without contrast, repeat or limited study",,Radiology,free,2025
73218,CPT,MRI of upper extremity without contrast,,Radiology,free,2025
73219,CPT,MRI of upper extremity with contrast,,Radiology,free,2025
73220,CPT,MRI of upper extremity without and with contrast,,Radiology,free,2025
73718,CPT,MRI of lower extremity without contrast,,Radiology,free,2025
73719,CPT,MRI of lower extremity with contrast,,Radiology,free,2025
73720,CPT,MRI of lower extremity without and with contrast,,Radiology,free,2025
74181,CPT,MRI of abdomen without contrast,,Radiology,free,2025
74182,CPT,MRI of abdomen with contrast,,Radiology,free,2025
74183,CPT,MRI of abdomen without and with contrast,,Radiology,free,2025
74185,CPT,MRA (angiography) of abdomen without contrast,,Radiology,free,2025
74187,CPT,MRA (angiography) of abdomen with contrast,,Radiology,free,2025
73225,CPT,MRA (angiography) of upper extremity,,Radiology,free,2025
73725,CPT,MRA (angiography) of lower extremity,,Radiology,free,2025
74210,CPT,Contrast X-ray of esophagus,,Radiology,free,2025
74220,CPT,"Contrast X-ray of esophagus, multiple studies",,Radiology,free,2025
74230,CPT,Barium swallow study,,Radiology,free,2025
74240,CPT,Upper GI series with films,,Radiology,free,2025
74245,CPT,Upper GI series with air contrast,,Radiology,free,2025
74246,CPT,"Upper GI series, radiological supervision",,Radiology,free,2025
74247,CPT,"Upper GI series with air contrast, radiological supervision",,Radiology,free,2025
74249,CPT,Upper GI tract X-ray and small bowel,,Radiology,free,2025
74250,CPT,Small bowel X-ray series,,Radiology,free,2025
74251,CPT,Small bowel X-ray series with timed films,,Radiology,free,2025
74270,CPT,Barium enema with air contrast,,Radiology,free,2025
74280,CPT,"Barium enema with air contrast, with fluoroscopy",,Radiology,free,2025
76000,CPT,"Fluoroscopy, up to 1 hour",,Radiology,free,2025
76001,CPT,"Fluoroscopy, over 1 hour",,Radiology,free,2025
76010,CPT,Radiologic examination from nose to rectum for foreign body,,Radiology,free,2025
78300,CPT,"Bone scan, limited area",,Radiology,free,2025
78305,CPT,"Bone scan, multiple areas",,Radiology,free,2025
78315,CPT,"Bone scan, 3-phase study",,Radiology,free,2025
78320,CPT,"Bone scan, tomographic (SPECT)",,Radiology,free,2025
78350,CPT,"Bone density measurement, single site",,Radiology,free,2025
78351,CPT,"Bone density measurement, multiple sites",,Radiology,free,2025
78428,CPT,Cardiac shunt detection,,Radiology,free,2025
78430,CPT,"Cardiac blood pool imaging, gated equilibrium",,Radiology,free,2025
78433,CPT,"Cardiac blood pool imaging, first pass",,Radiology,free,2025
78445,CPT,"Cardiac blood pool imaging, special processing",,Radiology,free,2025
78451,CPT,"Myocardial perfusion imaging, single study",,Radiology,free,2025
78454,CPT,"Myocardial perfusion imaging, multiple studies",,Radiology,free,2025
78456,CPT,"Myocardial perfusion imaging, rest and stress",,Radiology,free,2025
78457,CPT,"Myocardial perfusion imaging, pharmacological stress",,Radiology,free,2025
78458,CPT,"Myocardial perfusion imaging, exercise and pharmacological stress",,Radiology,free,2025
78459,CPT,"Myocardial imaging, PET scan, rest and stress",,Radiology,free,2025
78466,CPT,"Myocardial imaging, PET scan, metabolic evaluation",,Radiology,free,2025
78468,CPT,"Myocardial imaging, PET scan, single study",,Radiology,free,2025
78469,CPT,"Myocardial imaging, PET scan, multiple studies",,Radiology,free,2025
78472,CPT,"Cardiac blood pool imaging, gated equilibrium",,Radiology,free,2025
78473,CPT,"Cardiac blood pool imaging, multiple studies",,Radiology,free,2025
78481,CPT,"Cardiac blood pool imaging, first pass",,Radiology,free,2025
78483,CPT,"Cardiac blood pool imaging, SPECT",,Radiology,free,2025
78491,CPT,"Myocardial imaging, PET scan, perfusion study",,Radiology,free,2025
78492,CPT,"Myocardial imaging, PET scan, perfusion and metabolism",,Radiology,free,2025
78496,CPT,"Cardiac PET scan, absolute quantification",,Radiology,free,2025
78600,CPT,"Brain imaging, less than 4 views",,Radiology,free,2025
78601,CPT,"Brain imaging, complete study",,Radiology,free,2025
78605,CPT,"Brain imaging, vascular flow",,Radiology,free,2025
78606,CPT,"Brain imaging, PET scan",,Radiology,free,2025
78607,CPT,"Brain imaging, SPECT",,Radiology,free,2025
78608,CPT,"Brain imaging, PET scan with CT",,Radiology,free,2025
78609,CPT,"Brain imaging, PET scan, limited study",,Radiology,free,2025
78610,CPT,"Brain imaging, vascular flow only",,Radiology,free,2025
78630,CPT,Cerebrospinal fluid scan,,Radiology,free,2025
78635,CPT,"Cerebrospinal fluid scan, ventriculography",,Radiology,free,2025
78645,CPT,"Cerebrospinal fluid scan, shunt evaluation",,Radiology,free,2025
78650,CPT,"Cerebrospinal fluid scan, cisternography",,Radiology,free,2025
78660,CPT,Radiopharmaceutical dacryocystography,,Radiology,free,2025
78700,CPT,"Kidney imaging, morphology",,Radiology,free,2025
78701,CPT,"Kidney imaging, vascular flow",,Radiology,free,2025
78707,CPT,"Kidney imaging, SPECT with CT",,Radiology,free,2025
78708,CPT,"Kidney imaging, SPECT",,Radiology,free,2025
78709,CPT,"Kidney imaging, SPECT with vascular flow",,Radiology,free,2025
78710,CPT,"Kidney imaging, vascular flow and function",,Radiology,free,2025
78725,CPT,"Kidney imaging, function study",,Radiology,free,2025
78730,CPT,Urinary bladder residual study,,Radiology,free,2025
78740,CPT,Ureteral reflux study,,Radiology,free,2025
78761,CPT,Testicular imaging with vascular flow,,Radiology,free,2025
75600,CPT,"Aortography, thoracic",,Radiology,free,2025
75605,CPT,"Aortography, thoracic, by serialography",,Radiology,free,2025
75625,CPT,"Aortography, abdominal",,Radiology,free,2025
75630,CPT,"Aortography, abdominal plus bilateral leg arteries",,Radiology,free,2025
75635,CPT,CT angiography of abdominal aorta and bilateral legs,,Radiology,free,2025
75710,CPT,"Angiography, extremity, unilateral",,Radiology,free,2025
75716,CPT,"Angiography, extremity, bilateral",,Radiology,free,2025
75726,CPT,"Angiography, visceral, selective or supraselective",,Radiology,free,2025
75731,CPT,"Angiography, adrenal, unilateral",,Radiology,free,2025
75733,CPT,"Angiography, adrenal, bilateral",,Radiology,free,2025
75741,CPT,"Angiography, pulmonary, unilateral",,Radiology,free,2025
75743,CPT,"Angiography, pulmonary, bilateral",,Radiology,free,2025
75774,CPT,"Angiography, each additional vessel",,Radiology,free,2025
76506,CPT,"Echoencephalography, B-scan",,Radiology,free,2025
76510,CPT,"Ophthalmic ultrasound, diagnostic, B-scan",,Radiology,free,2025
76511,CPT,"Ophthalmic ultrasound, quantitative A-scan only",,Radiology,free,2025
76512,CPT,"Ophthalmic ultrasound, B-scan with quantitative A-scan",,Radiology,free,2025
76513,CPT,"Ophthalmic ultrasound, anterior segment",,Radiology,free,2025
76514,CPT,"Ophthalmic ultrasound, corneal pachymetry",,Radiology,free,2025
76516,CPT,Ophthalmic biometry by ultrasound,,Radiology,free,2025
76536,CPT,"Ultrasound, soft tissues of head and neck",,Radiology,free,2025
76604,CPT,"Ultrasound, chest, B-scan",,Radiology,free,2025
76641,CPT,"Ultrasound, breast, unilateral, complete",,Radiology,free,2025
76642,CPT,"Ultrasound, breast, limited",,Radiology,free,2025
76770,CPT,"Ultrasound, retroperitoneal, complete",,Radiology,free,2025
76775,CPT,"Ultrasound, retroperitoneal, limited",,Radiology,free,2025
76776,CPT,"Ultrasound, transplanted kidney, complete",,Radiology,free,2025
76830,CPT,"Ultrasound, transvaginal",,Radiology,free,2025
76831,CPT,"Ultrasound, uterus and adnexa, complete",,Radiology,free,2025
76856,CPT,"Ultrasound, pelvic, complete",,Radiology,free,2025
76870,CPT,"Ultrasound, scrotum and contents",,Radiology,free,2025
76872,CPT,"Ultrasound, transrectal",,Radiology,free,2025
76873,CPT,"Ultrasound, transrectal, prostate",,Radiology,free,2025
76881,CPT,"Ultrasound, extremity, complete",,Radiology,free,2025
76882,CPT,"Ultrasound, extremity, limited",,Radiology,free,2025
10060,CPT,"Drainage of skin abscess, simple or single",,Surgery,free,2025
10061,CPT,"Drainage of skin abscess, complicated or multiple",,Surgery,free,2025
11042,CPT,"Debridement of skin, subcutaneous tissue, up to 20 sq cm",,Surgery,free,2025
11043,CPT,"Debridement of muscle and/or fascia, up to 20 sq cm",,Surgery,free,2025
11044,CPT,"Debridement of bone, up to 20 sq cm",,Surgery,free,2025
11102,CPT,"Skin biopsy, tangential, single lesion",,Surgery,free,2025
11104,CPT,"Skin biopsy, punch, single lesion",,Surgery,free,2025
11106,CPT,"Skin biopsy, incisional, single lesion",,Surgery,free,2025
11400,CPT,"Excision of benign skin lesion, trunk/arms/legs, 0.5 cm or less",,Surgery,free,2025
11401,CPT,"Excision of benign skin lesion, trunk/arms/legs, 0.6-1.0 cm",,Surgery,free,2025
11402,CPT,"Excision of benign skin lesion, trunk/arms/legs, 1.1-2.0 cm",,Surgery,free,2025
11403,CPT,"Excision of benign skin lesion, trunk/arms/legs, 2.1-3.0 cm",,Surgery,free,2025
11404,CPT,"Excision of benign skin lesion, trunk/arms/legs, 3.1-4.0 cm",,Surgery,free,2025
11200,CPT,"Removal of skin tags, up to 15 lesions",,Surgery,free,2025
11201,CPT,"Removal of skin tags, each additional 10 lesions",,Surgery,free,2025
17000,CPT,"Destruction of premalignant lesion, first lesion",,Surgery,free,2025
17003,CPT,"Destruction of premalignant lesion, 2-14 additional lesions",,Surgery,free,2025
17004,CPT,"Destruction of premalignant lesion, 15 or more lesions",,Surgery,free,2025
17110,CPT,"Destruction of benign lesions, up to 14 lesions",,Surgery,free,2025
17111,CPT,"Destruction of benign lesions, 15 or more lesions",,Surgery,free,2025
12001,CPT,"Simple repair of wound, 2.5 cm or less",,Surgery,free,2025
12002,CPT,"Simple repair of wound, 2.6-7.5 cm",,Surgery,free,2025
12004,CPT,"Simple repair of wound, 7.6-12.5 cm",,Surgery,free,2025
12011,CPT,"Simple repair of face/ears/eyelids/nose/lips/mucous membranes, 2.5 cm or less",,Surgery,free,2025
12013,CPT,"Simple repair of face/ears/eyelids/nose/lips/mucous membranes, 2.6-5.0 cm",,Surgery,free,2025
45378,CPT,Diagnostic colonoscopy with examination of entire colon,,Surgery,free,2025
45380,CPT,"Colonoscopy with biopsy, single or multiple",,Surgery,free,2025
45385,CPT,Colonoscopy with removal of polyp by snare technique,,Surgery,free,2025
43235,CPT,"Upper GI endoscopy, diagnostic examination of esophagus, stomach, and duodenum",,Surgery,free,2025
43239,CPT,"Upper GI endoscopy with biopsy, single or multiple",,Surgery,free,2025
66984,CPT,Cataract removal with insertion of intraocular lens,,Surgery,free,2025
20610,CPT,Drainage or injection into major joint or bursa,,Surgery,free,2025
20605,CPT,Drainage or injection into intermediate joint or bursa,,Surgery,free,2025
20600,CPT,Drainage or injection into small joint or bursa,,Surgery,free,2025
20552,CPT,"Injection of trigger point, 1-2 muscles",,Surgery,free,2025
20553,CPT,"Injection of trigger point, 3 or more muscles",,Surgery,free,2025
64721,CPT,Surgical decompression of carpal tunnel,,Surgery,free,2025
29870,CPT,"Knee arthroscopy, diagnostic with or without synovial biopsy",,Surgery,free,2025
29881,CPT,Knee arthroscopy with meniscectomy (removal of torn cartilage),,Surgery,free,2025
29805,CPT,"Shoulder arthroscopy, diagnostic with or without synovial biopsy",,Surgery,free,2025
29826,CPT,Shoulder arthroscopy with decompression of subacromial space,,Surgery,free,2025
42826,CPT,"Tonsillectomy, patient age 12 or over",,Surgery,free,2025
44970,CPT,Laparoscopic appendectomy,,Surgery,free,2025
47562,CPT,Laparoscopic cholecystectomy (gallbladder removal),,Surgery,free,2025
49505,CPT,"Inguinal hernia repair, age 5 years or older",,Surgery,free,2025
49520,CPT,"Recurrent inguinal hernia repair, any age",,Surgery,free,2025
49585,CPT,"Umbilical hernia repair, age 5 years or older",,Surgery,free,2025
49650,CPT,"Laparoscopic inguinal hernia repair, initial",,Surgery,free,2025
49651,CPT,"Laparoscopic inguinal hernia repair, recurrent",,Surgery,free,2025
49652,CPT,Laparoscopic ventral or incisional hernia repair,,Surgery,free,2025
49653,CPT,"Laparoscopic ventral hernia repair, incarcerated",,Surgery,free,2025
17311,CPT,"Mohs micrographic surgery, head, neck, hands, feet, first stage",,Surgery,free,2025
17312,CPT,"Mohs micrographic surgery, head, neck, hands, feet, additional stage",,Surgery,free,2025
17313,CPT,"Mohs micrographic surgery, trunk, arms, legs, first stage",,Surgery,free,2025
17314,CPT,"Mohs micrographic surgery, trunk, arms, legs, additional stage",,Surgery,free,2025
15002,CPT,"Surgical preparation of recipient site for skin graft, first 100 sq cm",,Surgery,free,2025
15003,CPT,"Surgical preparation for skin graft, each additional 100 sq cm",,Surgery,free,2025
15100,CPT,"Split-thickness skin graft, first 100 sq cm",,Surgery,free,2025
15101,CPT,"Split-thickness skin graft, each additional 100 sq cm",,Surgery,free,2025
15120,CPT,"Split-thickness skin graft, face, scalp, first 100 sq cm",,Surgery,free,2025
15121,CPT,"Split-thickness skin graft, face, scalp, each additional 100 sq cm",,Surgery,free,2025
15240,CPT,"Full-thickness skin graft, first 20 sq cm or less",,Surgery,free,2025
15241,CPT,"Full-thickness skin graft, each additional 20 sq cm",,Surgery,free,2025
19081,CPT,"Breast biopsy with placement of localization device, percutaneous, first lesion",,Surgery,free,2025
19082,CPT,"Breast biopsy with localization, percutaneous, each additional lesion",,Surgery,free,2025
19083,CPT,"Breast biopsy with clip placement, percutaneous, first lesion",,Surgery,free,2025
19084,CPT,"Breast biopsy with clip placement, percutaneous, each additional lesion",,Surgery,free,2025
19120,CPT,Excision of breast lesion,,Surgery,free,2025
19125,CPT,Excision of breast lesion with preoperative placement of localization device,,Surgery,free,2025
19301,CPT,Partial mastectomy with axillary lymph node removal,,Surgery,free,2025
19302,CPT,Partial mastectomy with sentinel lymph node biopsy,,Surgery,free,2025
19303,CPT,Simple mastectomy,,Surgery,free,2025
19304,CPT,Subcutaneous mastectomy,,Surgery,free,2025
19305,CPT,Radical mastectomy,,Surgery,free,2025
19316,CPT,Breast reconstruction with tissue expander,,Surgery,free,2025
19318,CPT,Breast reduction mammoplasty,,Surgery,free,2025
19324,CPT,Breast enlargement with breast implant,,Surgery,free,2025
19328,CPT,Breast implant removal,,Surgery,free,2025
19330,CPT,Breast implant removal with capsulectomy,,Surgery,free,2025
19340,CPT,Breast reconstruction with tissue flap,,Surgery,free,2025
19342,CPT,Breast reconstruction with tissue flap and implant,,Surgery,free,2025
19350,CPT,Nipple reconstruction,,Surgery,free,2025
19355,CPT,"Breast reconstruction, free flap",,Surgery,free,2025
19357,CPT,"Breast reconstruction, single stage",,Surgery,free,2025
19361,CPT,Breast reconstruction with latissimus dorsi flap,,Surgery,free,2025
19364,CPT,Breast reconstruction with free flap,,Surgery,free,2025
19366,CPT,Breast reconstruction with other technique,,Surgery,free,2025
19367,CPT,Breast reconstruction with transverse rectus abdominis myocutaneous flap,,Surgery,free,2025
19368,CPT,Breast reconstruction with deep inferior epigastric perforator flap,,Surgery,free,2025
19369,CPT,Breast reconstruction with superficial inferior epigastric artery flap,,Surgery,free,2025
19370,CPT,Breast reconstruction with gluteal artery perforator flap,,Surgery,free,2025
19371,CPT,Pedicle flap to breast reconstruction,,Surgery,free,2025
19380,CPT,Breast revision,,Surgery,free,2025
43246,CPT,Upper GI endoscopy with directed placement of feeding tube,,Surgery,free,2025
43247,CPT,Upper GI endoscopy with removal of foreign body,,Surgery,free,2025
43248,CPT,"Upper GI endoscopy with biopsy, hot biopsy forceps",,Surgery,free,2025
43249,CPT,Upper GI endoscopy with balloon dilation of esophagus,,Surgery,free,2025
43250,CPT,Upper GI endoscopy with removal of tumor or polyp by snare,,Surgery,free,2025
43251,CPT,Upper GI endoscopy with removal of tumor by hot biopsy forceps,,Surgery,free,2025
43252,CPT,Upper GI endoscopy with optical endomicroscopy,,Surgery,free,2025
43270,CPT,ERCP diagnostic,,Surgery,free,2025
43274,CPT,ERCP with placement of stent,,Surgery,free,2025
43644,CPT,Laparoscopic gastric bypass,,Surgery,free,2025
43645,CPT,Laparoscopic gastric restrictive procedure with gastric bypass,,Surgery,free,2025
43770,CPT,"Laparoscopic gastric restrictive procedure, adjustable band",,Surgery,free,2025
43775,CPT,"Laparoscopic gastric restrictive procedure, sleeve gastrectomy",,Surgery,free,2025
44120,CPT,"Enterectomy, resection of small intestine, single",,Surgery,free,2025
44140,CPT,"Colectomy, partial",,Surgery,free,2025
44160,CPT,Colectomy with removal of terminal ileum,,Surgery,free,2025
44204,CPT,"Laparoscopic colectomy, partial",,Surgery,free,2025
44205,CPT,"Laparoscopic colectomy, partial with removal of terminal ileum",,Surgery,free,2025
44206,CPT,"Laparoscopic colectomy, partial with colostomy",,Surgery,free,2025
44207,CPT,"Laparoscopic colectomy, partial with coloproctostomy",,Surgery,free,2025
44208,CPT,"Laparoscopic colectomy, partial with anastomosis",,Surgery,free,2025
44950,CPT,Appendectomy,,Surgery,free,2025
45378,CPT,"Colonoscopy with biopsy, hot biopsy forceps",,Surgery,free,2025
45381,CPT,Colonoscopy with directed submucosal injection,,Surgery,free,2025
45382,CPT,Colonoscopy with control of bleeding,,Surgery,free,2025
45383,CPT,Colonoscopy with ablation of tumor or polyp,,Surgery,free,2025
45384,CPT,"Colonoscopy with removal of tumor, polyp, or lesion by hot biopsy forceps",,Surgery,free,2025
45388,CPT,Colonoscopy with ablation of tumor by any method,,Surgery,free,2025
45391,CPT,Colonoscopy with endoscopic ultrasound examination,,Surgery,free,2025
45392,CPT,Colonoscopy with transendoscopic ultrasound-guided biopsy,,Surgery,free,2025
46020,CPT,Placement of seton for anal fistula,,Surgery,free,2025
46221,CPT,"Hemorrhoidectomy, internal, by rubber band ligation",,Surgery,free,2025
46250,CPT,"Hemorrhoidectomy, external, 2 or more columns/groups",,Surgery,free,2025
46255,CPT,"Hemorrhoidectomy, internal and external, simple",,Surgery,free,2025
46257,CPT,"Hemorrhoidectomy, internal and external, complex",,Surgery,free,2025
