code,code_system,paraphrased_desc,short_desc,category,license_status,version_year
G0482,HCPCS,"single or tandem) and lc/ms (any type, single or tandem and excluding",,Services,free,2025
G0482,HCPCS,"immunoassays (e.g., ia, eia, elisa, emit, fpia) and enzymatic methods (e.g.,",,Services,free,2025
G0482,HCPCS,"alcohol dehydrogenase)), (2) stable isotope or other universally recognized",,Services,free,2025
G0482,HCPCS,"internal standards in all samples (e.g., to control for matrix effects,",,Services,free,2025
G0482,HCPCS,"interferences and variations in signal strength), and (3) method or",,Services,free,2025
G0482,HCPCS,"drug-specific calibration and matrix-matched quality control material (e.g., to",,Services,free,2025
G0482,HCPCS,control for instrument variations and mass spectral drift); qualitative or,,Services,free,2025
G0482,HCPCS,"quantitative, all sources, includes specimen validity testing, per day; 15-21",,Services,free,2025
G0482,HCPCS,"drug class(es), including metabolite(s) if performed",,Services,free,2025
G0483,HCPCS,"Drug test(s), definitive, utilizing (1) drug identification methods able to",Drug test def 22+ classes   21      A,Services,free,2025
G0483,HCPCS,identify individual drugs and distinguish between structural isomers (but not,,Services,free,2025
G0483,HCPCS,"necessarily stereoisomers), including, but not limited to gc/ms (any type,",,Services,free,2025
G0483,HCPCS,"single or tandem) and lc/ms (any type, single or tandem and excluding",,Services,free,2025
G0483,HCPCS,"immunoassays (e.g., ia, eia, elisa, emit, fpia) and enzymatic methods (e.g.,",,Services,free,2025
G0483,HCPCS,"alcohol dehydrogenase)), (2) stable isotope or other universally recognized",,Services,free,2025
G0483,HCPCS,"internal standards in all samples (e.g., to control for matrix effects,",,Services,free,2025
G0483,HCPCS,"interferences and variations in signal strength), and (3) method or",,Services,free,2025
G0483,HCPCS,"drug-specific calibration and matrix-matched quality control material (e.g., to",,Services,free,2025
G0483,HCPCS,control for instrument variations and mass spectral drift); qualitative or,,Services,free,2025
G0483,HCPCS,"quantitative, all sources, includes specimen validity testing, per day; 22 or",,Services,free,2025
G0483,HCPCS,"more drug class(es), including metabolite(s) if performed",,Services,free,2025
G0490,HCPCS,Face-to-face home health nursing visit by a rural health clinic (rhc) or,"Home visit rn, lpn by rhc/fq13      A",Services,free,2025
G0490,HCPCS,federally qualified health center (fqhc) in an area with a shortage of home,,Services,free,2025
G0490,HCPCS,health agencies;  (services limited to rn or lpn only),,Services,free,2025
G0491,HCPCS,Dialysis procedure at a medicare certified esrd facility for acute kidney,Dialysis acu kidney no esrd 13      A,Services,free,2025
G0491,HCPCS,injury without esrd,,Services,free,2025
G0492,HCPCS,Dialysis procedure with single evaluation by a physician or other qualified,Md/oth eval acut kid no esrd13      A,Services,free,2025
G0492,HCPCS,health care professional  for acute kidney injury without esrd,,Services,free,2025
G0493,HCPCS,Skilled services of a registered nurse (rn) for the observation and assessment,Rn care ea 15 min hh/hospice00      9,Services,free,2025
G0493,HCPCS,"of the patient's condition, each 15 minutes (the change in the patient's",,Services,free,2025
G0493,HCPCS,condition requires skilled nursing personnel to identify and evaluate the,,Services,free,2025
G0493,HCPCS,patient's need for possible modification of treatment in the home health or,,Services,free,2025
G0493,HCPCS,hospice setting),,Services,free,2025
G0494,HCPCS,Skilled services of a licensed practical nurse (lpn) for the observation and,Lpn care ea 15min hh/hospice00      9,Services,free,2025
G0494,HCPCS,"assessment of the patient's condition, each 15 minutes (the change in the",,Services,free,2025
G0494,HCPCS,patient's condition requires skilled nursing personnel to identify and evaluate,,Services,free,2025
G0494,HCPCS,the patient's need for possible modification of treatment in the home health or,,Services,free,2025
G0494,HCPCS,hospice setting),,Services,free,2025
G0495,HCPCS,"Skilled services of a registered nurse (rn), in the training and/or education",Rn care train/edu in hh     00      9,Services,free,2025
G0495,HCPCS,"of a patient or family member, in the home health or hospice setting, each 15",,Services,free,2025
G0495,HCPCS,minutes,,Services,free,2025
G0496,HCPCS,"Skilled services of a licensed practical nurse (lpn), in the training and/or",Lpn care train/edu in hh    00      9,Services,free,2025
G0496,HCPCS,"education of a patient or family member, in the home health or hospice setting,",,Services,free,2025
G0496,HCPCS,each 15 minutes,,Services,free,2025
G0498,HCPCS,"Chemotherapy administration, intravenous infusion technique; initiation of",Chemo extend iv infus w/pump13      A,Services,free,2025
G0498,HCPCS,"infusion in the office/clinic setting using office/clinic pump/supplies, with",,Services,free,2025
G0498,HCPCS,"continuation of the infusion in the community setting (e.g., home, domiciliary,",,Services,free,2025
G0498,HCPCS,rest home or assisted living) using a portable pump provided by the,,Services,free,2025
G0498,HCPCS,"office/clinic, includes follow up office/clinic visit at the conclusion of the",,Services,free,2025
G0498,HCPCS,infusion,,Services,free,2025
G0499,HCPCS,"Hepatitis b screening in non-pregnant, high risk individual includes hepatitis",Hepb screen high risk indiv 13      A,Services,free,2025
G0499,HCPCS,"b surface antigen (hbsag), antibodies to hbsag (anti-hbs) and antibodies to",,Services,free,2025
G0499,HCPCS,"hepatitis b core antigen (anti-hbc), and is followed by a neutralizing",,Services,free,2025
G0499,HCPCS,"confirmatory test, when performed, only for an initially reactive hbsag result",,Services,free,2025
G0500,HCPCS,Moderate sedation services provided by the same physician or other qualified,Mod sedat endo service >5yrs13      A,Services,free,2025
G0500,HCPCS,health care professional performing a gastrointestinal endoscopic service that,,Services,free,2025
G0500,HCPCS,"sedation supports, requiring the presence of an independent trained observer to",,Services,free,2025
G0500,HCPCS,assist in the monitoring of the patient's level of consciousness and,,Services,free,2025
G0500,HCPCS,physiological status; initial 15 minutes of intra-service time; patient age 5,,Services,free,2025
G0500,HCPCS,"years or older (additional time may be reported with 99153, as appropriate)",,Services,free,2025
G0501,HCPCS,Resource-intensive services for patients for whom the use of specialized,Resource-inten svc during ov13      A,Services,free,2025
G0501,HCPCS,"mobility-assistive technology (such as adjustable height chairs or tables,",,Services,free,2025
G0501,HCPCS,"patient lift, and adjustable padded leg supports) is medically necessary and",,Services,free,2025
G0501,HCPCS,"used during the provision of an office/outpatient, evaluation and management",,Services,free,2025
G0501,HCPCS,visit (list separately in addition to primary service),,Services,free,2025
G0502,HCPCS,"Initial psychiatric collaborative care management, first 70 minutes in the","Init psych care manag, 70min13      A",Services,free,2025
G0502,HCPCS,"first calendar month of behavioral health care manager activities, in",,Services,free,2025
G0502,HCPCS,"consultation with a psychiatric consultant, and directed by the treating",,Services,free,2025
G0502,HCPCS,"physician or other qualified health care professional, with the following",,Services,free,2025
G0502,HCPCS,required elements: outreach to and engagement in treatment of a patient,,Services,free,2025
G0502,HCPCS,directed by the treating physician or other qualified health care professional;,,Services,free,2025
G0502,HCPCS,"initial assessment of the patient, including administration of validated rating",,Services,free,2025
G0502,HCPCS,"scales, with the development of an individualized treatment plan;  review by",,Services,free,2025
G0502,HCPCS,the psychiatric consultant with modifications of the plan if recommended;,,Services,free,2025
G0502,HCPCS,entering patient in a registry and tracking patient follow-up and progress,,Services,free,2025
G0502,HCPCS,"using the registry, with appropriate documentation, and participation in weekly",,Services,free,2025
G0502,HCPCS,caseload consultation with the psychiatric consultant; and provision of brief,,Services,free,2025
G0502,HCPCS,"interventions using evidence-based techniques such as behavioral activation,",,Services,free,2025
G0502,HCPCS,"motivational interviewing, and other focused treatment strategies",,Services,free,2025
G0503,HCPCS,"Subsequent psychiatric collaborative care management, first 60 minutes in a","Subseq  psych care man,60mi 13      A",Services,free,2025
G0503,HCPCS,"subsequent month of behavioral health care manager activities, in consultation",,Services,free,2025
G0503,HCPCS,"with a psychiatric consultant, and directed by the treating physician or other",,Services,free,2025
G0503,HCPCS,"qualified health care professional, with the following required elements:",,Services,free,2025
G0503,HCPCS,"tracking patient follow-up and progress using the registry, with appropriate",,Services,free,2025
G0503,HCPCS,documentation;  participation in weekly caseload consultation with the,,Services,free,2025
G0503,HCPCS,psychiatric consultant;  ongoing collaboration with and coordination of the,,Services,free,2025
G0503,HCPCS,patient's mental health care with the treating physician or other qualified,,Services,free,2025
G0503,HCPCS,health care professional and any other treating mental health providers;,,Services,free,2025
G0503,HCPCS,"additional review of progress and recommendations for changes in treatment, as",,Services,free,2025
G0503,HCPCS,"indicated, including medications, based on recommendations provided by the",,Services,free,2025
G0503,HCPCS,psychiatric consultant;  provision of brief interventions using evidence-based,,Services,free,2025
G0503,HCPCS,"techniques such as behavioral activation, motivational interviewing, and other",,Services,free,2025
G0503,HCPCS,focused treatment strategies;  monitoring of patient outcomes using validated,,Services,free,2025
G0503,HCPCS,rating scales; and relapse prevention planning with patients as they achieve,,Services,free,2025
G0503,HCPCS,remission of symptoms and/or other treatment goals and are prepared for,,Services,free,2025
G0503,HCPCS,discharge from active treatment,,Services,free,2025
G0504,HCPCS,"Initial or subsequent psychiatric collaborative care management, each",Init/sub psych care add 30 m13      A,Services,free,2025
G0504,HCPCS,additional 30 minutes in a calendar month of behavioral health care manager,,Services,free,2025
G0504,HCPCS,"activities, in consultation with a psychiatric consultant, and directed by the",,Services,free,2025
G0504,HCPCS,treating physician or other qualified health care professional (list separately,,Services,free,2025
G0504,HCPCS,in addition to code for primary procedure);  (use g0504 in conjunction with,,Services,free,2025
G0504,HCPCS,"g0502, g0503)",,Services,free,2025
G0505,HCPCS,Cognition and functional assessment using standardized instruments with,Cog/func assessment  outpt  13      A,Services,free,2025
G0505,HCPCS,"development of recorded care plan for the patient with cognitive impairment,",,Services,free,2025
G0505,HCPCS,"history obtained from patient and/or caregiver, in office or other outpatient",,Services,free,2025
G0505,HCPCS,setting or home or domiciliary or rest home,,Services,free,2025
G0506,HCPCS,Comprehensive assessment of and care planning for patients requiring chronic,Comp asses care plan ccm svc13      A,Services,free,2025
G0506,HCPCS,care management services (list separately in addition to primary monthly care,,Services,free,2025
G0506,HCPCS,management service),,Services,free,2025
G0507,HCPCS,"Care management services for behavioral health conditions, at least 20 minutes",Care manage serv minimum 20 13      A,Services,free,2025
G0507,HCPCS,"of clinical staff time, directed by a physician or other qualified health care",,Services,free,2025
G0507,HCPCS,"professional, per calendar month, with the following required elements: initial",,Services,free,2025
G0507,HCPCS,"assessment or follow-up monitoring, including the use of applicable validated",,Services,free,2025
G0507,HCPCS,rating scales; behavioral health care planning in relation to,,Services,free,2025
G0507,HCPCS,"behavioral/psychiatric health problems, including revision for patients who are",,Services,free,2025
G0507,HCPCS,not progressing or whose status changes; facilitating and coordinating,,Services,free,2025
G0507,HCPCS,"treatment such as psychotherapy, pharmacotherapy, counseling and/or psychiatric",,Services,free,2025
G0507,HCPCS,consultation; and continuity of care with a designated member of the care team,,Services,free,2025
G0508,HCPCS,"Telehealth consultation, critical care, initial , physicians typically spend 60",Crit care telehea consult 6013      A,Services,free,2025
G0508,HCPCS,minutes communicating with the patient and providers via telehealth,,Services,free,2025
G0509,HCPCS,"Telehealth consultation, critical care, subsequent, physicians typically spend",Crit care telehea consult 5013      A,Services,free,2025
G0509,HCPCS,50 minutes communicating with the patient and providers via telehealth,,Services,free,2025
G0511,HCPCS,"Rural health clinic or federally qualified health center (rhc or fqhc) only,",Ccm/bhi by rhc/fqhc 20min mo13      A,Services,free,2025
G0511,HCPCS,"general care management, 20 minutes or more of clinical staff time for chronic",,Services,free,2025
G0511,HCPCS,care management services or behavioral health integration services directed by,,Services,free,2025
G0511,HCPCS,"an rhc or fqhc practitioner (physician, np, pa, or cnm), per calendar month",,Services,free,2025
G0512,HCPCS,"Rural health clinic or federally qualified health center (rhc/fqhc) only,",Cocm by rhc/fqhc 60 min mo  13      A,Services,free,2025
G0512,HCPCS,"psychiatric collaborative care model (psychiatric cocm), 60 minutes or more of",,Services,free,2025
G0512,HCPCS,clinical staff time for psychiatric cocm services directed by an rhc or fqhc,,Services,free,2025
G0512,HCPCS,"practitioner (physician, np, pa, or cnm) and including services furnished by a",,Services,free,2025
G0512,HCPCS,"behavioral health care manager and consultation with a psychiatric consultant,",,Services,free,2025
G0512,HCPCS,per calendar month,,Services,free,2025
G0513,HCPCS,Prolonged preventive service(s) (beyond the typical service time of the primary,"Prolong prev svcs, first 30m13      A",Services,free,2025
G0513,HCPCS,"procedure), in the office or other outpatient setting requiring direct patient",,Services,free,2025
G0513,HCPCS,contact beyond the usual service; first 30 minutes (list separately in addition,,Services,free,2025
G0513,HCPCS,to code for preventive service),,Services,free,2025
G0514,HCPCS,Prolonged preventive service(s) (beyond the typical service time of the primary,"Prolong prev svcs, addl 30m 13      A",Services,free,2025
G0514,HCPCS,"procedure), in the office or other outpatient setting requiring direct patient",,Services,free,2025
G0514,HCPCS,contact beyond the usual service; each additional 30 minutes (list separately,,Services,free,2025
G0514,HCPCS,in addition to code g0513 for additional 30 minutes of preventive service),,Services,free,2025
G0515,HCPCS,"Development of cognitive skills to improve attention, memory, problem solving",Cognitive skills development11      A,Services,free,2025
G0515,HCPCS,"(includes compensatory training), direct (one-on-one) patient contact, each 15",,Services,free,2025
G0515,HCPCS,minutes,,Services,free,2025
G0516,HCPCS,"Insertion of non-biodegradable drug delivery implants, 4 or more (services for","Insert drug del implant, >=413      A",Services,free,2025
G0516,HCPCS,subdermal rod implant),,Services,free,2025
G0517,HCPCS,"Removal of non-biodegradable drug delivery implants, 4 or more (services for",Remove drug implant         13      A,Services,free,2025
G0517,HCPCS,subdermal implants),,Services,free,2025
G0518,HCPCS,"Removal with reinsertion, non-biodegradable drug delivery implants, 4 or more",Remove w insert drug implant13      A,Services,free,2025
G0518,HCPCS,(services for subdermal implants),,Services,free,2025
G0519,HCPCS,"Management of new patient-caregiver dyad with dementia, low complexity, for use",New pt-cg dyad dem low cmplx13      A,Services,free,2025
G0519,HCPCS,in cmmi model,,Services,free,2025
G0520,HCPCS,"Management of new patient-caregiver dyad with dementia, moderate complexity,",New pt-cg dyad dem mod cmplx13      A,Services,free,2025
G0520,HCPCS,for use in cmmi model,,Services,free,2025
G0521,HCPCS,"Management of new patient-caregiver dyad with dementia, high complexity, for",New pt-cg dyad dem hig cmplx13      A,Services,free,2025
G0521,HCPCS,use in cmmi model,,Services,free,2025
G0522,HCPCS,"Management of a new patient with dementia, low complexity, for use in cmmi model",Mgt nw pt dementia low cmplx13      A,Services,free,2025
G0523,HCPCS,"Management of a new patient with dementia, moderate to high complexity, for use",Mgt nw pt dem mod-high cmplx13      A,Services,free,2025
G0523,HCPCS,in cmmi model,,Services,free,2025
G0524,HCPCS,"Management of established patient-caregiver dyad with dementia, low complexity,",Est pt-cg dyad dem low cmplx13      A,Services,free,2025
G0524,HCPCS,for use in cmmi model,,Services,free,2025
G0525,HCPCS,"Management of established patient-caregiver dyad with dementia, moderate",Est pt-cg dyad dem mod cmplx13      A,Services,free,2025
G0525,HCPCS,"complexity, for use in cmmi model",,Services,free,2025
G0526,HCPCS,"Management of established patient-caregiver dyad with dementia, high",Est pt-cg dyad dem hig cmplx13      A,Services,free,2025
G0526,HCPCS,"complexity, for use in cmmi model",,Services,free,2025
G0527,HCPCS,"Management of established patient with dementia, low complexity, for use in",Mgt est pt dmentia low cmplx13      A,Services,free,2025
G0527,HCPCS,cmmi model,,Services,free,2025
G0528,HCPCS,"Management of established patient with dementia, moderate to high complexity,",Mgt est pt dem mod-hi cmplx 13      A,Services,free,2025
G0528,HCPCS,for use in cmmi model,,Services,free,2025
G0529,HCPCS,"In-home respite care, 4-hour unit, for use in cmmi model","In home respite care, 4 hr u13      A",Services,free,2025
G0530,HCPCS,"Adult day center, 8-hour unit, for use in cmmi model","Adult daycare center, 8 hr u13      A",Services,free,2025
G0531,HCPCS,"Facility-based respite, 24-hour unit, for use in cmmi model","Fclty-based respite, 24 hr u13      A",Services,free,2025
G0532,HCPCS,"Take-home supply of nasal nalmefene hydrochloride; one carton of two, 2.7 mg",Take home supp nasal spray  11      A,Services,free,2025
G0532,HCPCS,per 0.1 ml nasal sprays (provision of the services by a medicare-enrolled,,Services,free,2025
G0532,HCPCS,opioid treatment program);( list separately in addition to each primary code),,Services,free,2025
G0533,HCPCS,"Medication assisted treatment, buprenorphine (injectable) administered on a",Buprenorphone inj weekly    13      A,Services,free,2025
G0533,HCPCS,"weekly basis; weekly bundle including dispensing and/or administration,",,Services,free,2025
G0533,HCPCS,"substance use counseling, individual and group therapy, and toxicology testing",,Services,free,2025
G0533,HCPCS,if performed (provision of the services by a medicare-enrolled opioid treatment,,Services,free,2025
G0533,HCPCS,program),,Services,free,2025
G0534,HCPCS,"Coordinated care and/or referral services, such as to adequate and accessible",Coordinated care/or referral13      A,Services,free,2025
G0534,HCPCS,"community resources to address unmet health-related social needs, including",,Services,free,2025
G0534,HCPCS,harm reduction interventions and recovery support services a patient needs and,,Services,free,2025
G0534,HCPCS,"wishes to pursue, which significantly limit the ability to diagnose or treat an",,Services,free,2025
G0534,HCPCS,opioid use disorder; each additional 30 minutes of services (provision of the,,Services,free,2025
G0534,HCPCS,services by a medicare-enrolled opioid treatment program); (list separately in,,Services,free,2025
G0534,HCPCS,addition to each primary code),,Services,free,2025
G0535,HCPCS,"Patient navigational services, provided directly or by referral; including",Pt navigat svs direct/ref   13      A,Services,free,2025
G0535,HCPCS,helping the patient to navigate health systems and identify care providers and,,Services,free,2025
G0535,HCPCS,"supportive services, to build patient self-advocacy and communication skills",,Services,free,2025
G0535,HCPCS,"with care providers, and to promote patient-driven action plans and goals; each",,Services,free,2025
G0535,HCPCS,additional 30 minutes of services (provision of the services by a,,Services,free,2025
G0535,HCPCS,medicare-enrolled opioid treatment program); (list separately in addition to,,Services,free,2025
G0535,HCPCS,each primary code),,Services,free,2025
G0536,HCPCS,"Peer recovery support services, provided directly or by referral; including",Peer recover support svs    13      A,Services,free,2025
G0536,HCPCS,"leveraging knowledge of the condition or lived experience to provide support,",,Services,free,2025
G0536,HCPCS,"mentorship, or inspiration to meet oud treatment and recovery goals; conducting",,Services,free,2025
G0536,HCPCS,"a person-centered interview to understand the patient's life story, strengths,",,Services,free,2025
G0536,HCPCS,"needs, goals, preferences, and desired outcomes; developing and proposing",,Services,free,2025
G0536,HCPCS,strategies to help meet person-centered treatment goals; assisting the patient,,Services,free,2025
G0536,HCPCS,in locating or navigating recovery support services; each additional 30 minutes,,Services,free,2025
G0536,HCPCS,of services (provision of the services by a medicare-enrolled opioid treatment,,Services,free,2025
G0536,HCPCS,program); (list separately in addition to each primary code),,Services,free,2025
G0537,HCPCS,"Administration of a standardized, evidence-based atherosclerotic cardiovascular",Risk ascvd tst once pr 12 mo13      A,Services,free,2025
G0537,HCPCS,"disease (ascvd) risk assessment, 5-15 minutes, not more often than every 12",,Services,free,2025
G0537,HCPCS,months,,Services,free,2025
G0538,HCPCS,Atherosclerotic cardiovascular disease (ascvd) risk management services;,Ascvd rsk mng clin stf pr mo13      A,Services,free,2025
G0538,HCPCS,clinical staff time; per calendar month,,Services,free,2025
G0539,HCPCS,Caregiver training in behavior management/modification for caregiver(s) of,Initial care training 30 m  13      A,Services,free,2025
G0539,HCPCS,"patients with a mental or physical health diagnosis, administered by physician",,Services,free,2025
G0539,HCPCS,"or other qualified health care professional (without the patient present),",,Services,free,2025
G0539,HCPCS,face-to-face; initial 30 minutes,,Services,free,2025
G0540,HCPCS,Caregiver training in behavior management/modification for,Train for caregiver add 15  13      A,Services,free,2025
G0540,HCPCS,parent(s)/guardian(s)/caregiver(s) of patients with a mental or physical health,,Services,free,2025
G0540,HCPCS,"diagnosis, administered by physician or other qualified health care",,Services,free,2025
G0540,HCPCS,"professional (without the patient present), face-to-face; each additional 15",,Services,free,2025
G0540,HCPCS,minutes,,Services,free,2025
G0541,HCPCS,Caregiver training in direct care strategies and techniques to support care for,No pt prsnt train initial 3013      A,Services,free,2025
G0541,HCPCS,patients with an ongoing condition or illness and to reduce complications,,Services,free,2025
G0541,HCPCS,"(including, but not limited to, techniques to prevent decubitus ulcer",,Services,free,2025
G0541,HCPCS,"formation, wound care, and infection control) (without the patient present),",,Services,free,2025
G0541,HCPCS,face-to-face; initial 30 minutes,,Services,free,2025
G0542,HCPCS,Caregiver training in direct care strategies and techniques to support care for,No pt prsnt train add 15    13      A,Services,free,2025
G0542,HCPCS,patients with an ongoing condition or illness and to reduce complications,,Services,free,2025
G0542,HCPCS,"(including, but not limited to, techniques to prevent decubitus ulcer",,Services,free,2025
G0542,HCPCS,"formation, wound care, and infection control) (without the patient present),",,Services,free,2025
G0542,HCPCS,face-to-face; each additional 15 minutes (list separately in addition to code,,Services,free,2025
G0542,HCPCS,for primary service) (use g0542 in conjunction with g0541),,Services,free,2025
G0543,HCPCS,Group caregiver training in direct care strategies and techniques to support,Group train w/o patient     13      A,Services,free,2025
G0543,HCPCS,care for patients with an ongoing condition or illness and to reduce,,Services,free,2025
G0543,HCPCS,"complications (including, but not limited to, techniques to prevent decubitus",,Services,free,2025
G0543,HCPCS,"ulcer formation, wound care, and infection control) (without the patient",,Services,free,2025
G0543,HCPCS,"present), face-to-face with multiple sets of caregivers",,Services,free,2025
G0544,HCPCS,Post discharge telephonic follow-up contacts performed in conjunction with a,Post d/c phone follow up    13      A,Services,free,2025
G0544,HCPCS,discharge from the emergency department for behavioral health or other crisis,,Services,free,2025
G0544,HCPCS,"encounter, 4 calls per calendar month",,Services,free,2025
G0545,HCPCS,Visit complexity inherent to hospital inpatient or observation care associated,Inherent visit to inpt      13      A,Services,free,2025
G0545,HCPCS,with a confirmed or suspected infectious disease by an infectious diseases,,Services,free,2025
G0545,HCPCS,"specialist, including disease transmission risk assessment and mitigation,",,Services,free,2025
G0545,HCPCS,"public health investigation, analysis, and testing, and complex antimicrobial",,Services,free,2025
G0545,HCPCS,"therapy counseling and treatment (add-on code, list separately in addition to",,Services,free,2025
G0545,HCPCS,"hospital inpatient or observation evaluation and management visit, initial,",,Services,free,2025
G0545,HCPCS,"same day discharge, subsequent or discharge)",,Services,free,2025
G0546,HCPCS,Interprofessional telephone/internet/electronic health record assessment and,Phone/internet ehr assess   13      A,Services,free,2025
G0546,HCPCS,management service provided by a practitioner in a specialty   whose covered,,Services,free,2025
G0546,HCPCS,services are limited by statute to services for the diagnosis and treatment of,,Services,free,2025
G0546,HCPCS,"mental illness, including a verbal and written report to the patient's",,Services,free,2025
G0546,HCPCS,treating/requesting practitioner; 5-10 minutes of medical consultative,,Services,free,2025
G0546,HCPCS,discussion and review,,Services,free,2025
G0547,HCPCS,Interprofessional telephone/internet/electronic health record assessment and,Phone/internet svs 11-20 m  13      A,Services,free,2025
G0547,HCPCS,management service provided by a practitioner in a specialty whose covered,,Services,free,2025
G0547,HCPCS,services are limited by statute to services for the diagnosis and treatment of,,Services,free,2025
G0547,HCPCS,"mental illness, including a verbal and written report to the patient's",,Services,free,2025
G0547,HCPCS,treating/requesting practitioner; 11-20 minutes of medical consultative,,Services,free,2025
G0547,HCPCS,discussion and review,,Services,free,2025
G0548,HCPCS,Interprofessional telephone/internet/electronic health record assessment and,Phone/inter svs 21-30 m     13      A,Services,free,2025
G0548,HCPCS,management service provided by a practitioner in a specialty whose covered,,Services,free,2025
G0548,HCPCS,services are limited by statute to services for the diagnosis and treatment of,,Services,free,2025
G0548,HCPCS,"mental illness, including a verbal and written report to the patient's",,Services,free,2025
G0548,HCPCS,treating/requesting practitioner; 21-30 minutes of medical consultative,,Services,free,2025
G0548,HCPCS,discussion and review,,Services,free,2025
G0549,HCPCS,Interprofessional telephone/internet/electronic health record assessment and,Phone/inter for treat>31m   13      A,Services,free,2025
G0549,HCPCS,management service provided by a practitioner in a specialty whose covered,,Services,free,2025
G0549,HCPCS,services are limited by statute to services for the diagnosis and treatment of,,Services,free,2025
G0549,HCPCS,"mental illness, including a verbal and written report to the patient's",,Services,free,2025
G0549,HCPCS,treating/requesting practitioner; 31 or more minutes of medical consultative,,Services,free,2025
G0549,HCPCS,discussion and review,,Services,free,2025
G0550,HCPCS,Interprofessional telephone/internet/electronic health record assessment and,Phone/inter for dx/treat >5m13      A,Services,free,2025
G0550,HCPCS,management service provided by a practitioner in a specialty whose covered,,Services,free,2025
G0550,HCPCS,services are limited by statute to services for the diagnosis and treatment of,,Services,free,2025
G0550,HCPCS,"mental illness, including a written report to the patient's treating/requesting",,Services,free,2025
G0550,HCPCS,"practitioner, 5 minutes or more of medical consultative time",,Services,free,2025
G0551,HCPCS,Interprofessional telephone/internet/electronic health record referral,Phn/intr svs fr dx treat 30m13      A,Services,free,2025
G0551,HCPCS,service(s) provided by a treating/requesting practitioner in a specialty whose,,Services,free,2025
G0551,HCPCS,covered services are limited by statute to services for the diagnosis and,,Services,free,2025
G0551,HCPCS,"treatment of mental illness, 30 minutes",,Services,free,2025
G0552,HCPCS,Supply of digital mental health treatment device and initial education and,Supply of digital device    13      A,Services,free,2025
G0552,HCPCS,"onboarding, per course of treatment that augments a behavioral therapy plan",,Services,free,2025
G0553,HCPCS,First 20 minutes of monthly treatment management services directly related to,Monthly tx for dmht 20mins  13      A,Services,free,2025
G0553,HCPCS,the patient's therapeutic use of the digital mental health treatment (dmht),,Services,free,2025
G0553,HCPCS,"device that augments a behavioral therapy plan, physician/other qualified",,Services,free,2025
G0553,HCPCS,health care professional time reviewing information related to the use of the,,Services,free,2025
G0553,HCPCS,"dmht device, including patient observations and patient specific inputs in a",,Services,free,2025
G0553,HCPCS,calendar month and requiring at least one interactive communication with the,,Services,free,2025
G0553,HCPCS,patient/caregiver during the calendar month,,Services,free,2025
G0554,HCPCS,Each additional 20 minutes of monthly treatment management services directly,Add 20 m of monthly tx      13      A,Services,free,2025
G0554,HCPCS,related to the patient's therapeutic use of the digital mental health treatment,,Services,free,2025
G0554,HCPCS,"(dmht) device that augments a behavioral therapy plan, physician/other",,Services,free,2025
G0554,HCPCS,qualified health care professional time reviewing data generated from the dmht,,Services,free,2025
G0554,HCPCS,device from patient observations and patient specific inputs in a calendar,,Services,free,2025
G0554,HCPCS,month and requiring at least one interactive communication with the,,Services,free,2025
G0554,HCPCS,patient/caregiver during the calendar month,,Services,free,2025
G0555,HCPCS,"Provision of replacement patient electronics system (e.g., system pillow,",Replacment pt electronic sys13      A,Services,free,2025
G0555,HCPCS,handheld reader) for home pulmonary artery pressure monitoring,,Services,free,2025
G0556,HCPCS,Advanced primary care management services for a patient with one chronic,Adv prim care mgmt lvl 1    13      A,Services,free,2025
G0556,HCPCS,"condition [expected to last at least 12 months, or until the death of the",,Services,free,2025
G0556,HCPCS,"patient, which place the patient at significant risk of death, acute",,Services,free,2025
G0556,HCPCS,"exacerbation/decompensation, or functional decline], or fewer, provided by",,Services,free,2025
G0556,HCPCS,clinical staff and directed by a physician or other qualified health care,,Services,free,2025
G0556,HCPCS,professional who is responsible for all primary care and serves as the,,Services,free,2025
G0556,HCPCS,"continuing focal point for all needed health care services, per calendar month,",,Services,free,2025
G0556,HCPCS,"with the following elements, as appropriate:    consent; ++  inform the patient",,Services,free,2025
G0556,HCPCS,of the availability of the service; that only one practitioner can furnish and,,Services,free,2025
G0556,HCPCS,be paid for the service during a calendar month; of the right to stop the,,Services,free,2025
G0556,HCPCS,services at any time (effective at the end of the calendar month); and that,,Services,free,2025
G0556,HCPCS,cost sharing may apply. ++  document in patient's medical record that consent,,Services,free,2025
G0556,HCPCS,was obtained.    initiation during a qualifying visit for new patients or,,Services,free,2025
G0556,HCPCS,patients not seen within 3 years;    provide 24/7 access for urgent needs to,,Services,free,2025
G0556,HCPCS,"care team/practitioner, including providing patients/caregivers with a way to",,Services,free,2025
G0556,HCPCS,contact health care professionals in the practice to discuss urgent needs,,Services,free,2025
G0556,HCPCS,regardless of the time of day or day of week;    continuity of care with a,,Services,free,2025
G0556,HCPCS,designated member of the care team with whom the patient is able to schedule,,Services,free,2025
G0556,HCPCS,successive routine appointments;     deliver care in alternative ways to,,Services,free,2025
G0556,HCPCS,"traditional office visits to best meet the patient's needs, such as home visits",,Services,free,2025
G0556,HCPCS,and/or expanded hours;    overall comprehensive care management; ++  systematic,,Services,free,2025
G0556,HCPCS,needs assessment (medical and psychosocial). ++  system-based approaches to,,Services,free,2025
